Entity,Attribute,Data Type,PK/FK,Nullable,Unique,Default,Validation / Constraint,Retention,Owner,Notes
appointments,patient_extra_service_id,bigint,FK→patient_extra_services.id,Yes,No,NULL,Must reference patient_extra_services.id,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,scheduled_start,datetime,-,No,No,NULL,-,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,scheduled_end,datetime,-,No,No,NULL,-,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,checked_in_at,timestamp,-,Yes,No,NULL,Timestamp,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,status,varchar(30),-,No,No,NULL,"Allowed: pending_payment, booked, confirmed, checked_in, in_progress, completed, rescheduled, cancelled, no_show; Max length 30",Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,cancel_reason,varchar(500),-,Yes,No,NULL,Max length 500,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,no_show_handled_at,timestamp,-,Yes,No,NULL,Timestamp,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,created_by,bigint,FK→users,No,No,NULL,Must reference users,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointments,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until appointment archive policy,User,"lịch hẹn khám. Đây là bảng lõi của booking, liên kết thai phụ, hồ sơ thai kỳ, cơ sở, bác sĩ, dịch vụ, gói/dịch vụ thêm và trạng thái check-in/hoàn tất/hủy."
appointment_status_logs,id,bigint,PK,No,No,NULL,Primary key,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,appointment_id,bigint,FK→appointments.id,No,No,NULL,Must reference appointments.id,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,old_status,varchar(30),-,Yes,No,NULL,Max length 30,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,new_status,varchar(30),-,No,No,NULL,Max length 30,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,reason,varchar(500),-,Yes,No,NULL,Max length 500,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,changed_by,bigint,FK→users,No,No,NULL,Must reference users,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_status_logs,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until appointment archive policy,System,"lịch sử đổi trạng thái của appointment. Dùng để audit ai đã xác nhận, check-in, hủy, đổi lịch hoặc xử lý không đến khám."
appointment_reminders,id,bigint,PK,No,No,NULL,Primary key,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,appointment_id,bigint,FK→appointments.id,No,No,NULL,Must reference appointments.id,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,channel,varchar(30),-,No,No,NULL,"Allowed: email, sms, push, zalo; Max length 30",Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,scheduled_at,timestamp,-,No,No,NULL,Timestamp,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,sent_at,timestamp,-,Yes,No,NULL,Timestamp,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,status,varchar(30),-,No,No,NULL,"Allowed: pending, sent, failed, cancelled; Max length 30",Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,error_message,text,-,Yes,No,NULL,Nullable,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
appointment_reminders,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until appointment archive policy,System,lịch nhắc hẹn tự động. Dùng cho job gửi email/SMS/push trước giờ khám và lưu trạng thái gửi thành công/thất bại.
orders,id,bigint,PK,No,No,NULL,Primary key,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,code,varchar(50),-,No,Yes,NULL,Unique; Max length 50,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,customer_id,bigint,FK→users.id,No,No,NULL,Must reference users.id,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,facility_id,bigint,FK→facilities.id,Yes,No,NULL,Must reference facilities.id,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,order_type,varchar(50),-,No,No,NULL,"Allowed: package, appointment, extra_service, product; Max length 50",Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,subtotal_amount,"decimal(15,2)",-,No,No,NULL,-,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,discount_amount,"decimal(15,2)",-,No,No,0,Default 0,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,total_amount,"decimal(15,2)",-,No,No,NULL,-,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,status,varchar(30),-,No,No,NULL,"Allowed: draft, pending_payment, paid, cancelled, refunded, partially_refunded; Max length 30",Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
orders,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"đơn hàng tổng quát. Dùng chung cho mua gói, thanh toán lịch khám, thanh toán dịch vụ thêm và mua sản phẩm để hệ thống thanh toán chỉ cần xử lý một loại đơn."
order_items,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,order_id,bigint,FK→orders.id,No,No,NULL,Must reference orders.id,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,item_type,varchar(50),-,No,No,NULL,"Allowed: package, service, product; Max length 50",Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,item_id,bigint,-,No,No,NULL,ID tham chiếu,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,ref_table,varchar(100),-,No,No,NULL,Max length 100,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,name,varchar(200),-,No,No,NULL,Max length 200,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,quantity,int,-,No,No,NULL,-,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,unit_price,"decimal(15,2)",-,No,No,NULL,-,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,total_price,"decimal(15,2)",-,No,No,NULL,-,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
order_items,metadata,json,-,Yes,No,NULL,Nullable,Until soft/hard delete,System,"các dòng hàng trong order. Lưu snapshot tên, giá, số lượng tại thời điểm thanh toán để sau này đổi giá dịch vụ/gói/sản phẩm không làm sai lịch sử."
payments,id,bigint,PK,No,No,NULL,Primary key,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,order_id,bigint,FK→orders.id,No,No,NULL,Must reference orders.id,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,payment_method,varchar(50),-,No,No,NULL,"Allowed: cash, bank_transfer, card, momo, vnpay; Max length 50",Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,provider,varchar(50),-,Yes,No,NULL,Max length 50,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,provider_transaction_id,varchar(190),-,Yes,No,NULL,Max length 190,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,amount,"decimal(15,2)",-,No,No,NULL,-,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,status,varchar(30),-,No,No,NULL,"Allowed: pending, success, failed, cancelled; Max length 30",Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,paid_at,timestamp,-,Yes,No,NULL,Timestamp,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,raw_response,json,-,Yes,No,NULL,Nullable,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
payments,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"giao dịch thanh toán của một order. Một order có thể có nhiều payment attempt, ví dụ thanh toán online thất bại rồi thanh toán lại."
invoices,id,bigint,PK,No,No,NULL,Primary key,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,order_id,bigint,FK→orders.id,No,Yes,NULL,Unique; Must reference orders.id,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,invoice_no,varchar(100),-,No,Yes,NULL,Unique; Max length 100,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,issued_at,timestamp,-,No,No,NULL,Timestamp,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,buyer_name,varchar(200),-,No,No,NULL,Max length 200,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,buyer_tax_code,varchar(50),-,Yes,No,NULL,Max length 50,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,file_url,varchar(500),-,Yes,No,NULL,Max length 500,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,status,varchar(30),-,No,No,NULL,"Allowed: issued, cancelled; Max length 30",Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
invoices,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"hóa đơn xuất cho order. Tách riêng khỏi payment vì hóa đơn là chứng từ sau thanh toán, có số hóa đơn và file xuất PDF/điện tử."
refunds,id,bigint,PK,No,No,NULL,Primary key,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,order_id,bigint,FK→orders.id,No,No,NULL,Must reference orders.id,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,payment_id,bigint,FK→payments.id,Yes,No,NULL,Must reference payments.id,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,amount,"decimal(15,2)",-,No,No,NULL,-,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,reason,varchar(500),-,No,No,NULL,Max length 500,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,status,varchar(30),-,No,No,NULL,"Allowed: requested, approved, rejected, processed, failed; Max length 30",Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,requested_by,bigint,FK→users,No,No,NULL,Must reference users,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,approved_by,bigint,FK→users,Yes,No,NULL,Must reference users,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,processed_at,timestamp,-,Yes,No,NULL,Timestamp,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
refunds,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Accounting retention policy,System,"yêu cầu và xử lý hoàn tiền. Dùng cho các trường hợp hủy lịch, hủy dịch vụ thêm, hoàn tiền đơn sản phẩm hoặc hoàn một phần."
product_categories,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,name,varchar(150),-,No,No,NULL,Max length 150,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,slug,varchar(190),-,No,Yes,NULL,Unique; Max length 190,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,parent_id,bigint,FK→product_categories.id,Yes,No,NULL,Must reference product_categories.id,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,status,varchar(30),-,No,No,NULL,"Allowed: active, inactive; Max length 30",Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
product_categories,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,"danh mục sản phẩm, có thể phân cấp cha-con. Dùng cho lọc sản phẩm theo nhóm."
products,id,bigint,PK,No,No,NULL,Primary key,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,category_id,bigint,FK→product_categories.id,No,No,NULL,Must reference product_categories.id,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,sku,varchar(100),-,No,Yes,NULL,Unique; Max length 100,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,name,varchar(200),-,No,No,NULL,Max length 200,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,slug,varchar(190),-,No,Yes,NULL,Unique; Max length 190,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,description,text,-,Yes,No,NULL,Nullable,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,price,"decimal(15,2)",-,No,No,NULL,-,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,image_url,varchar(500),-,Yes,No,NULL,Max length 500,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,ask_doctor_before_use,boolean,-,No,No,false,Default false,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,status,varchar(30),-,No,No,NULL,"Allowed: active, inactive, out_of_stock; Max length 30",Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
products,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until soft/hard delete,Shop,"danh mục sản phẩm bán cho thai phụ, ví dụ vitamin, sữa bầu, vật tư chăm sóc. Có flag `ask_doctor_before_use` để cảnh báo hỏi bác sĩ trước khi dùng."
carts,id,bigint,PK,No,No,NULL,Primary key,Until checkout/cart cleared,Shop,"giỏ hàng hiện tại của user. Tách thành bảng riêng để hỗ trợ xem giỏ hàng nhỏ, cập nhật số lượng và giữ giỏ qua nhiều phiên đăng nhập."
carts,user_id,bigint,FK→users.id,No,Yes,NULL,Unique; Must reference users.id,Until checkout/cart cleared,Shop,"giỏ hàng hiện tại của user. Tách thành bảng riêng để hỗ trợ xem giỏ hàng nhỏ, cập nhật số lượng và giữ giỏ qua nhiều phiên đăng nhập."
carts,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until checkout/cart cleared,Shop,"giỏ hàng hiện tại của user. Tách thành bảng riêng để hỗ trợ xem giỏ hàng nhỏ, cập nhật số lượng và giữ giỏ qua nhiều phiên đăng nhập."
carts,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until checkout/cart cleared,Shop,"giỏ hàng hiện tại của user. Tách thành bảng riêng để hỗ trợ xem giỏ hàng nhỏ, cập nhật số lượng và giữ giỏ qua nhiều phiên đăng nhập."
cart_items,id,bigint,PK,No,No,NULL,Primary key,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
cart_items,cart_id,bigint,FK→carts.id,No,No,NULL,Must reference carts.id,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
cart_items,product_id,bigint,FK→products.id,No,No,NULL,Must reference products.id,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
cart_items,quantity,int,-,No,No,NULL,-,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
cart_items,created_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
cart_items,updated_at,timestamp,-,No,No,CURRENT_TIMESTAMP,Timestamp,Until checkout/cart cleared,Shop,sản phẩm trong giỏ hàng. Dùng để thêm/xóa/cập nhật số lượng sản phẩm trước khi tạo đơn.
product_orders,order_id,bigint,PK/FK→orders.id,No,No,NULL,Primary key; Must reference orders.id,Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
product_orders,shipping_name,varchar(150),-,No,No,NULL,Max length 150,Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
product_orders,shipping_phone,varchar(30),-,No,No,NULL,Max length 30,Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
product_orders,shipping_address,varchar(500),-,No,No,NULL,Max length 500,Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
product_orders,shipping_status,varchar(30),-,No,No,NULL,"Allowed: pending, packing, shipping, delivered, cancelled; Max length 30",Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
product_orders,note,varchar(500),-,Yes,No,NULL,Max length 500,Accounting retention policy,Shop,thông tin giao hàng bổ sung cho `orders` loại sản phẩm. Không nhét vào `orders` để các order gói/lịch khám không phải chứa cột shipping dư thừa.
